review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase
2571,Bathroom,SoftTouch Luxury Towel Set,The SoftTouch Luxury Towel Set is okay. Does what it says but nothing special. Average quality.,3,2023-03-04,True
2378,Living Room,CozySofa L-Shape Sectional,The CozySofa L-Shape Sectional overheated and stopped working after 3 uses. Safety hazard. 1 star.,2,2024-10-26,True
4396,Kitchen Appliances,SteamKing Rice Cooker,MY STEAMKING RICE COOKER ARRIVED WELL PACKAGED AND STARTED WORKING IMMEDIATELY. NO ISSUES AT ALL.,5,2023-07-06,True
4258,Living Room,AirPurifier ProMax,<p>The AirPurifier ProMax is okay. Does what it says but nothing special. Average quality.</p>,3,2024-04-18,True
3863,Living Room,SmartTV 55in 4K UHD,Absolutely love my SmartTV 55in 4K UHD! Works perfectly and arrived on time. Would buy again. https://fakeurl.com/ref123,4,2023-07-16,True
24,Living Room,GlowLight Floor Lamp,"THE GLOWLIGHT FLOOR LAMP IS EASY TO CLEAN, QUIET DURING OPERATION, AND LOOKS GREAT. 5 STARS!",4,2024-12-14,True
2634,Bathroom,AquaFlow Rainfall Showerhead,<p>Bought the AquaFlow Rainfall Showerhead as a gift and the recipient loved it. Excellent build quality.</p>,4,2023-03-07,True
3341,Kitchen Appliances,InstaBrew Coffee Maker,Best purchase I made this year. The InstaBrew Coffee Maker works exactly as advertised. Very happy.,5,2024-11-24,True
2216,Bathroom,FoamPure Electric Toothbrush,The FoamPure Electric Toothbrush worked for exactly 4 days then completely stopped. Total waste of money.,2,2024-04-03,False
3683,Kitchen Appliances,CrispAir Fryer XL,Solid quality and great value. The CrispAir Fryer XL feels premium and performs even better.,4,2024-10-06,True
4725,Bedroom Furniture,WoodCraft Bed Frame Queen,I was skeptical at first but the WoodCraft Bed Frame Queen is genuinely impressive. Fast delivery too.,4,2024-03-26,True
1908,Living Room,GlowLight Floor Lamp,Terrible quality. My GlowLight Floor Lamp broke after just 2 weeks of normal use!!!,1,2024-01-16,True
85,Bathroom,FoamPure Electric Toothbrush,"Five stars. The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it.",4,2023-08-14,True
228,Bedroom Furniture,VelvetTouch Duvet Cover,The VelvetTouch Duvet Cover is functional but the instructions are confusing. Took a while to set up.,3,2023-06-11,True
297,Kitchen Appliances,SliceMaster Food Processor,My SliceMaster Food Processor sparked when I plugged it in. Extremely dangerous. Reporting to manufacturer.,1,2023-02-20,False
1002,Kitchen Appliances,InstaBrew Coffee Maker,<p>Absolutely love my InstaBrew Coffee Maker! Works perfectly and arrived on time. Would buy again.</p>,5,2024-09-05,True
2139,Bedroom Furniture,VelvetTouch Duvet Cover,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again.,4,2023-09-28,True
712,Bathroom,MirrorPro LED Vanity Mirror,I was skeptical at first but the MirrorPro LED Vanity Mirror is genuinely impressive. Fast delivery too.,5,2024-03-15,False
2802,Bedroom Furniture,WoodCraft Bed Frame Queen,<p>Very disappointed. The WoodCraft Bed Frame Queen arrived damaged and smells like chemicals. Returning it.</p>,2,2024-06-06,True
2528,Living Room,CozySofa L-Shape Sectional,Great product. The CozySofa L-Shape Sectional exceeded my expectations in every way. Highly recommend!,5,2024-02-28,True
3753,Bedroom Furniture,NightOwl LED Bedside Lamp,Absolutely love my NightOwl LED Bedside Lamp! Works perfectly and arrived on time. Would buy again.,5,2024-11-21,False
3322,Bathroom,FoamPure Electric Toothbrush,BEST PURCHASE I MADE THIS YEAR. THE FOAMPURE ELECTRIC TOOTHBRUSH WORKS EXACTLY AS ADVERTISED. VERY HAPPY.,5,2024-11-23,True
3182,Bedroom Furniture,WoodCraft Bed Frame Queen,Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!,4,2023-08-07,True
4184,Bathroom,FoamPure Electric Toothbrush,Very disappointed. The FoamPure Electric Toothbrush arrived damaged and smells like chemicals. Returning it.,1,2024-05-16,True
1616,Bedroom Furniture,WoodCraft Bed Frame Queen,ABSOLUTELY LOVE MY WOODCRAFT BED FRAME QUEEN! WORKS PERFECTLY AND ARRIVED ON TIME. WOULD BUY AGAIN.,5,2023-09-21,True
3025,Bathroom,AromaSpa Diffuser,My AromaSpa Diffuser arrived well packaged and started working immediately. No issues at all.,4,2024-02-14,True
1414,Kitchen Appliances,SliceMaster Food Processor,Absolutely love my SliceMaster Food Processor! Works perfectly and arrived on time. Would buy again.,5,2024-08-07,False
764,Living Room,AirPurifier ProMax,Absolutely love my AirPurifier ProMax! Works perfectly and arrived on time. Would buy again.,4,2023-12-03,True
656,Bathroom,AquaFlow Rainfall Showerhead,Great product. The AquaFlow Rainfall Showerhead exceeded my expectations in every way. Highly recommend!,4,2024-01-22,False
4798,Living Room,SmartTV 55in 4K UHD,Solid quality and great value. The SmartTV 55in 4K UHD feels premium and performs even better.,5,2024-02-16,True
3850,Living Room,CozySofa L-Shape Sectional,"The CozySofa L-Shape Sectional is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-03-09,True
4154,Kitchen Appliances,InstaBrew Coffee Maker,Sent the wrong item twice. When the InstaBrew Coffee Maker finally arrived it was defective. Never again.,2,2023-05-06,False
469,Living Room,SmartTV 55in 4K UHD,Great product. The SmartTV 55in 4K UHD exceeded my expectations in every way. Highly recommend!,5,2024-09-14,True
158,Bathroom,MirrorPro LED Vanity Mirror,ABSOLUTELY LOVE MY MIRRORPRO LED VANITY MIRROR! WORKS PERFECTLY AND ARRIVED ON TIME. WOULD BUY AGAIN.,5,2024-11-09,True
1296,Living Room,AirPurifier ProMax,Poorly made. The AirPurifier ProMax plastic cracked within a week. Cheaply built garbage.,2,2024-12-13,True
498,Living Room,SmartTV 55in 4K UHD,Mixed feelings about the SmartTV 55in 4K UHD. Setup was easy but performance is mediocre.,3,2023-02-21,False
4741,Bedroom Furniture,CloudPillow Set (2-pack),The CloudPillow Set (2-pack) is functional but the instructions are confusing. Took a while to set up.,3,2023-08-18,False
2941,Kitchen Appliances,InstaBrew Coffee Maker,"The InstaBrew Coffee Maker leaks, smells like burnt plastic, and the manual is useless. Awful.",2,2023-07-01,True
3457,Bedroom Furniture,DreamRest Memory Foam Mattress,I was skeptical at first but the DreamRest Memory Foam Mattress is genuinely impressive. Fast delivery too. https://fakeurl.com/ref123,4,2023-08-01,True
374,Kitchen Appliances,TurboBlend Pro 5000,"FIVE STARS. THE TURBOBLEND PRO 5000 IS WELL BUILT, EASY TO SET UP, AND MY WHOLE FAMILY LOVES IT.",5,2024-01-13,False
80,Living Room,GlowLight Floor Lamp,My GlowLight Floor Lamp arrived well packaged and started working immediately. No issues at all.,5,2023-12-13,True
1554,Kitchen Appliances,SliceMaster Food Processor,I WAS SKEPTICAL AT FIRST BUT THE SLICEMASTER FOOD PROCESSOR IS GENUINELY IMPRESSIVE. FAST DELIVERY TOO.,5,2024-03-20,True
1670,Bathroom,FoamPure Electric Toothbrush,Sent the wrong item twice. When the FoamPure Electric Toothbrush finally arrived it was defective. Never again.,1,2024-07-02,True
2132,Kitchen Appliances,TurboBlend Pro 5000,Absolutely love my TurboBlend Pro 5000! Works perfectly and arrived on time. Would buy again.,5,2023-07-08,True
4440,Bathroom,MirrorPro LED Vanity Mirror,WRONG ITEM DELIVERED INITIALLY. REPLACEMENT MIRRORPRO LED VANITY MIRROR FINALLY CAME AFTER 10 DAY.,3,2023-05-18,False
466,Living Room,AirPurifier ProMax,BEST PURCHASE I MADE THIS YEAR. THE AIRPURIFIER PROMAX WORKS EXACTLY AS ADVERTISED. VERY HAPPY.,5,2023-08-01,False
249,Living Room,SoundBar X200 Bluetooth,The SoundBar X200 Bluetooth is functional but the instructions are confusing. Took a while to set up.,3,2023-04-07,False
932,Living Room,GlowLight Floor Lamp,Solid quality and great value. The GlowLight Floor Lamp feels premium and performs even better.,5,2023-01-14,True
1336,Living Room,GlowLight Floor Lamp,Solid quality and great value. The GlowLight Floor Lamp feels premium and performs even better.,5,2023-01-29,True
4525,Living Room,CozySofa L-Shape Sectional,Sent the wrong item twice. When the CozySofa L-Shape Sectional finally arrived it was defective. Never again.,2,2023-07-16,True
1339,Living Room,AirPurifier ProMax,Great product. The AirPurifier ProMax exceeded my expectations in every way. Highly recommend!,4,2024-06-23,False
1407,Bathroom,SoftTouch Luxury Towel Set,<p>Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.</p>,5,2024-05-03,True
1091,Kitchen Appliances,TurboBlend Pro 5000,Decent product for the price. The TurboBlend Pro 5000 has some quirks but generally works fine.,3,2024-10-05,False
4210,Kitchen Appliances,SteamKing Rice Cooker,Great product. The SteamKing Rice Cooker exceeded my expectations in every way. Highly recommend!,5,2024-06-12,False
743,Bedroom Furniture,CloudPillow Set (2-pack),I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive. Fast delivery too.,5,2024-01-11,True
2324,Bathroom,MirrorPro LED Vanity Mirror,Terrible quality. My MirrorPro LED Vanity Mirror broke after just 2 weeks of normal use!!!,1,2024-03-02,True
3602,Kitchen Appliances,SteamKing Rice Cooker,IT IS A FINE PRODUCT. THE STEAMKING RICE COOKER GETS THE JOB DONE BUT I EXPECTED BETTER QUALITY.,3,2023-09-23,False
2124,Kitchen Appliances,CrispAir Fryer XL,It is a fine product. The CrispAir Fryer XL gets the job done but I expected better quality.,3,2023-08-03,False
2095,Living Room,AirPurifier ProMax,"The AirPurifier ProMax leaks, smells like burnt plastic, and the manual is useless. Awful.",1,2023-03-22,False
241,Bathroom,AromaSpa Diffuser,Bought the AromaSpa Diffuser as a gift and the recipient loved it. Excellent build quality.,4,2024-01-11,True
2352,Kitchen Appliances,TurboBlend Pro 5000,My TurboBlend Pro 5000 sparked when I plugged it in. Extremely dangerous. Reporting to manufacturer.,1,2024-10-17,True
1371,Bedroom Furniture,VelvetTouch Duvet Cover,THE VELVETTOUCH DUVET COVER IS OKAY. DOES WHAT IT SAYS BUT NOTHING SPECIAL. AVERAGE QUALITY.,4,2024-02-11,True
1058,Bathroom,FoamPure Electric Toothbrush,"Five stars. The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it. !!!!!!",4,2024-07-25,True
4817,Bathroom,SoftTouch Luxury Towel Set,Solid quality and great value. The SoftTouch Luxury Towel Set feels premium and performs even better.,5,2024-07-29,False
200,Living Room,AirPurifier ProMax,Bought the AirPurifier ProMax as a gift and the recipient loved it. Excellent build quality.,4,2024-04-22,True
2281,Bathroom,FoamPure Electric Toothbrush,"The FoamPure Electric Toothbrush is easy to clean, quiet during operation, and looks great. 5 stars!",4,2023-01-13,True
4750,Bathroom,AromaSpa Diffuser,Best purchase I made this year. The AromaSpa Diffuser works exactly as advertised. Very happy.,5,2023-01-14,True
2221,Kitchen Appliances,CrispAir Fryer XL,Waste of money. The CrispAir Fryer XL motor makes a horrible grinding noise from day one.,1,2024-05-27,True
4772,Living Room,AirPurifier ProMax,Bought the AirPurifier ProMax as a gift and the recipient loved it. Excellent build quality.,4,2023-05-19,True
2820,Bathroom,AromaSpa Diffuser,Bought the AromaSpa Diffuser as a gift and the recipient loved it. Excellent build quality.,5,2023-02-10,True
3151,Bathroom,MirrorPro LED Vanity Mirror,"<p>Five stars. The MirrorPro LED Vanity Mirror is well built, easy to set up, and my whole family loves it.</p>",5,2024-07-17,True
4257,Living Room,SmartTV 55in 4K UHD,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too. !!!!!!,5,2023-07-11,True
3108,Bedroom Furniture,CloudPillow Set (2-pack),<p>Best purchase I made this year. The CloudPillow Set (2-pack) works exactly as advertised. Very happy.</p>,5,2024-06-12,True
1974,Bedroom Furniture,CloudPillow Set (2-pack),Trying to return my CloudPillow Set (2-pack) has been a nightmare. No response from customer service.,5,2024-07-24,False
1376,Living Room,AirPurifier ProMax,"Five stars. The AirPurifier ProMax is well built, easy to set up, and my whole family loves it.",4,2023-05-18,True
3969,Bedroom Furniture,VelvetTouch Duvet Cover,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again.,4,2024-10-19,True
4063,Living Room,AirPurifier ProMax,"Five stars. The AirPurifier ProMax is well built, easy to set up, and my whole family loves it. !!!!!!",4,2023-03-30,True
4446,Bathroom,FoamPure Electric Toothbrush,The FoamPure Electric Toothbrush overheated and stopped working after 3 uses. Safety hazard. 1 star. https://fakeurl.com/ref123,2,2023-04-14,True
3558,Bathroom,MirrorPro LED Vanity Mirror,I was skeptical at first but the MirrorPro LED Vanity Mirror is genuinely impressive. Fast delivery too. !!!!!!,5,2023-04-07,True
965,Bathroom,AromaSpa Diffuser,<p>Poorly made. The AromaSpa Diffuser plastic cracked within a week. Cheaply built garbage.</p>,2,2024-01-15,False
180,Bedroom Furniture,VelvetTouch Duvet Cover,Best purchase I made this year. The VelvetTouch Duvet Cover works exactly as advertised. Very happy.,5,2024-11-30,True
3699,Kitchen Appliances,TurboBlend Pro 5000,<p>I was skeptical at first but the TurboBlend Pro 5000 is genuinely impressive. Fast delivery too.</p>,5,2023-11-20,True
3822,Bathroom,SoftTouch Luxury Towel Set,<p>Terrible quality. My SoftTouch Luxury Towel Set broke after just 2 weeks of normal use!!!</p>,2,2024-10-10,True
4879,Bedroom Furniture,WoodCraft Bed Frame Queen,Solid quality and great value. The WoodCraft Bed Frame Queen feels premium and performs even better. !!!!!!,5,2024-04-11,True
3900,Bathroom,FoamPure Electric Toothbrush,Terrible quality. My FoamPure Electric Toothbrush broke after just 2 weeks of normal use!!!,1,2023-01-22,False
4488,Bathroom,MirrorPro LED Vanity Mirror,My MirrorPro LED Vanity Mirror arrived well packaged and started working immediately. No issues at all.,5,2023-04-26,True
3239,Kitchen Appliances,CrispAir Fryer XL,I WAS SKEPTICAL AT FIRST BUT THE CRISPAIR FRYER XL IS GENUINELY IMPRESSIVE. FAST DELIVERY TOO.,4,2024-02-29,True
2975,Living Room,GlowLight Floor Lamp,"Five stars. The GlowLight Floor Lamp is well built, easy to set up, and my whole family loves it.",5,2023-01-10,True
3581,Bathroom,AquaFlow Rainfall Showerhead,MIXED FEELINGS ABOUT THE AQUAFLOW RAINFALL SHOWERHEAD. SETUP WAS EASY BUT PERFORMANCE IS MEDIOCRE.,3,2024-11-01,True
2888,Living Room,CozySofa L-Shape Sectional,Outstanding product. The CozySofa L-Shape Sectional has made my daily routine so much easier. Thank you! !!!!!!,5,2023-11-13,False
2576,Kitchen Appliances,InstaBrew Coffee Maker,Best purchase I made this year. The InstaBrew Coffee Maker works exactly as advertised. Very happy.,4,2023-01-08,True
1420,Bedroom Furniture,VelvetTouch Duvet Cover,Best purchase I made this year. The VelvetTouch Duvet Cover works exactly as advertised. Very happy.,5,2023-08-27,True
3908,Bedroom Furniture,DreamRest Memory Foam Mattress,Delivery took 3 weeks and the DreamRest Memory Foam Mattress box was crushed. Product inside was okay though. https://fakeurl.com/ref123,3,2023-02-23,False
4674,Bedroom Furniture,WoodCraft Bed Frame Queen,"Five stars. The WoodCraft Bed Frame Queen is well built, easy to set up, and my whole family loves it.",5,2023-06-07,False
4903,Kitchen Appliances,TurboBlend Pro 5000,My TurboBlend Pro 5000 arrived well packaged and started working immediately. No issues at all.,5,2023-11-23,False
1861,Living Room,SoundBar X200 Bluetooth,Trying to return my SoundBar X200 Bluetooth has been a nightmare. No response from customer service.,5,2024-05-15,True
9,Living Room,SmartTV 55in 4K UHD,"The SmartTV 55in 4K UHD is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123",5,2023-02-28,True
2895,Living Room,SmartTV 55in 4K UHD,Bought the SmartTV 55in 4K UHD as a gift and the recipient loved it. Excellent build quality.,5,2023-12-24,True
2848,Bathroom,AromaSpa Diffuser,<p>I was skeptical at first but the AromaSpa Diffuser is genuinely impressive. Fast delivery too.</p>,5,2024-08-12,True
3665,Bedroom Furniture,DreamRest Memory Foam Mattress,Outstanding product. The DreamRest Memory Foam Mattress has made my daily routine so much easier. Thank you!,5,2023-01-29,True
145,Bedroom Furniture,NightOwl LED Bedside Lamp,I was skeptical at first but the NightOwl LED Bedside Lamp is genuinely impressive. Fast delivery too.,5,2024-08-12,False
2105,Bathroom,MirrorPro LED Vanity Mirror,Poorly made. The MirrorPro LED Vanity Mirror plastic cracked within a week. Cheaply built garbage.,1,2023-04-28,True
3144,Kitchen Appliances,SteamKing Rice Cooker,Bought the SteamKing Rice Cooker as a gift and the recipient loved it. Excellent build quality.,5,2024-05-18,True
842,Bathroom,SoftTouch Luxury Towel Set,ABSOLUTELY LOVE MY SOFTTOUCH LUXURY TOWEL SET! WORKS PERFECTLY AND ARRIVED ON TIME. WOULD BUY AGAIN.,5,2024-03-01,True
1129,Bedroom Furniture,VelvetTouch Duvet Cover,The VelvetTouch Duvet Cover is functional but the instructions are confusing. Took a while to set up.,3,2023-12-28,True
152,Kitchen Appliances,InstaBrew Coffee Maker,The InstaBrew Coffee Maker arrived on time and works as described. Not great not terrible.,3,2023-03-18,True
3592,Bedroom Furniture,DreamRest Memory Foam Mattress,Best purchase I made this year. The DreamRest Memory Foam Mattress works exactly as advertised. Very happy.,5,2023-10-27,True
1053,Kitchen Appliances,SliceMaster Food Processor,Absolutely love my SliceMaster Food Processor! Works perfectly and arrived on time. Would buy again.,5,2023-07-07,False
1591,Bedroom Furniture,WoodCraft Bed Frame Queen,"Five stars. The WoodCraft Bed Frame Queen is well built, easy to set up, and my whole family loves it.",4,2023-11-07,True
3009,Bedroom Furniture,DreamRest Memory Foam Mattress,The DreamRest Memory Foam Mattress is okay. Does what it says but nothing special. Average quality.,4,2023-03-18,True
2030,Bathroom,SoftTouch Luxury Towel Set,Best purchase I made this year. The SoftTouch Luxury Towel Set works exactly as advertised. Very happy.,5,2023-10-08,False
3419,Living Room,GlowLight Floor Lamp,My GlowLight Floor Lamp arrived well packaged and started working immediately. No issues at all.,5,2024-11-27,True
1808,Bedroom Furniture,NightOwl LED Bedside Lamp,I WANTED TO LOVE THIS BUT THE NIGHTOWL LED BEDSIDE LAMP DIED IN WEEK ONE. WARRANTY CLAIM WAS DENIED.,2,2024-11-16,True
