review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase
37,Living Room,CozySofa L-Shape Sectional,"The CozySofa L-Shape Sectional is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123",5,2023-07-24,True
38,Bathroom,AromaSpa Diffuser,Outstanding product. The AromaSpa Diffuser has made my daily routine so much easier. Thank you!,4,2023-10-11,True
39,Living Room,SmartTV 55in 4K UHD,Solid quality and great value. The SmartTV 55in 4K UHD feels premium and performs even better. https://fakeurl.com/ref123,4,2024-08-18,True
40,Kitchen Appliances,TurboBlend Pro 5000,"FIVE STARS. THE TURBOBLEND PRO 5000 IS WELL BUILT, EASY TO SET UP, AND MY WHOLE FAMILY LOVES IT.",5,2024-10-01,True
41,Living Room,CozySofa L-Shape Sectional,Absolutely love my CozySofa L-Shape Sectional! Works perfectly and arrived on time. Would buy again.,4,2024-01-24,True
42,Bedroom Furniture,CloudPillow Set (2-pack),My CloudPillow Set (2-pack) arrived well packaged and started working immediately. No issues at all.,5,2024-05-21,True
43,Bathroom,MirrorPro LED Vanity Mirror,"The MirrorPro LED Vanity Mirror is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-04-30,False
44,Kitchen Appliances,SliceMaster Food Processor,"THE SLICEMASTER FOOD PROCESSOR IS EASY TO CLEAN, QUIET DURING OPERATION, AND LOOKS GREAT. 5 STARS!",5,2024-06-28,True
45,Bathroom,AquaFlow Rainfall Showerhead,SOLID QUALITY AND GREAT VALUE. THE AQUAFLOW RAINFALL SHOWERHEAD FEELS PREMIUM AND PERFORMS EVEN BETTER.,5,2023-09-28,True
46,Kitchen Appliances,SliceMaster Food Processor,"Five stars. The SliceMaster Food Processor is well built, easy to set up, and my whole family loves it.",5,2024-05-04,True
47,Kitchen Appliances,CrispAir Fryer XL,<p>Delivery took 3 weeks and the CrispAir Fryer XL box was crushed. Product inside was okay though.</p>,2,2023-08-27,True
48,Bedroom Furniture,DreamRest Memory Foam Mattress,Great product. The DreamRest Memory Foam Mattress exceeded my expectations in every way. Highly recommend!,4,2023-07-09,True
49,Living Room,SoundBar X200 Bluetooth,Very disappointed. The SoundBar X200 Bluetooth arrived damaged and smells like chemicals. Returning it.,2,2023-11-16,True
50,Bedroom Furniture,VelvetTouch Duvet Cover,I was skeptical at first but the VelvetTouch Duvet Cover is genuinely impressive. Fast delivery too.,5,2023-03-13,False
51,Bedroom Furniture,VelvetTouch Duvet Cover,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again.,5,2023-11-30,True
52,Kitchen Appliances,SteamKing Rice Cooker,<p>Absolutely love my SteamKing Rice Cooker! Works perfectly and arrived on time. Would buy again.</p>,5,2023-05-28,False
53,Bathroom,MirrorPro LED Vanity Mirror,"Five stars. The MirrorPro LED Vanity Mirror is well built, easy to set up, and my whole family loves it.",5,2023-04-02,False
54,Bedroom Furniture,NightOwl LED Bedside Lamp,MIXED FEELINGS ABOUT THE NIGHTOWL LED BEDSIDE LAMP. SETUP WAS EASY BUT PERFORMANCE IS MEDIOCRE.,3,2023-07-05,True
55,Kitchen Appliances,TurboBlend Pro 5000,Absolutely love my TurboBlend Pro 5000! Works perfectly and arrived on time. Would buy again.,5,2023-04-23,True
56,Living Room,AirPurifier ProMax,"The AirPurifier ProMax is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123",4,2024-12-31,False
57,Living Room,GlowLight Floor Lamp,Bought the GlowLight Floor Lamp as a gift and the recipient loved it. Excellent build quality.,5,2023-01-24,False
58,Bedroom Furniture,DreamRest Memory Foam Mattress,Bought the DreamRest Memory Foam Mattress as a gift and the recipient loved it. Excellent build quality.,5,2024-07-12,False
59,Bedroom Furniture,CloudPillow Set (2-pack),Bought the CloudPillow Set (2-pack) as a gift and the recipient loved it. Excellent build quality.,5,2023-02-28,True
60,Kitchen Appliances,CrispAir Fryer XL,I WAS SKEPTICAL AT FIRST BUT THE CRISPAIR FRYER XL IS GENUINELY IMPRESSIVE. FAST DELIVERY TOO.,4,2023-02-15,True
61,Living Room,AirPurifier ProMax,Bought the AirPurifier ProMax as a gift and the recipient loved it. Excellent build quality.,4,2024-03-26,True
62,Kitchen Appliances,CrispAir Fryer XL,It is a fine product. The CrispAir Fryer XL gets the job done but I expected better quality.,3,2024-08-30,True
63,Living Room,CozySofa L-Shape Sectional,Outstanding product. The CozySofa L-Shape Sectional has made my daily routine so much easier. Thank you! !!!!!!,5,2023-01-02,True
64,Bathroom,AquaFlow Rainfall Showerhead,Great product. The AquaFlow Rainfall Showerhead exceeded my expectations in every way. Highly recommend!,5,2024-04-29,False
65,Living Room,CozySofa L-Shape Sectional,BEST PURCHASE I MADE THIS YEAR. THE COZYSOFA L-SHAPE SECTIONAL WORKS EXACTLY AS ADVERTISED. VERY HAPPY.,4,2023-07-27,True
66,Bedroom Furniture,DreamRest Memory Foam Mattress,Great product. The DreamRest Memory Foam Mattress exceeded my expectations in every way. Highly recommend! https://fakeurl.com/ref123,5,2023-02-16,False
67,Bedroom Furniture,VelvetTouch Duvet Cover,The VelvetTouch Duvet Cover is functional but the instructions are confusing. Took a while to set up.,3,2024-10-27,True
68,Living Room,SoundBar X200 Bluetooth,"The SoundBar X200 Bluetooth is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-03-08,False
69,Living Room,AirPurifier ProMax,Solid quality and great value. The AirPurifier ProMax feels premium and performs even better.,5,2023-02-08,True
70,Bathroom,SoftTouch Luxury Towel Set,"<p>Five stars. The SoftTouch Luxury Towel Set is well built, easy to set up, and my whole family loves it.</p>",4,2023-02-16,False
71,Bedroom Furniture,WoodCraft Bed Frame Queen,<p>Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!</p>,5,2023-01-21,False
72,Living Room,AirPurifier ProMax,DO NOT BUY. The AirPurifier ProMax stopped working completely. Customer service was useless.,1,2023-05-17,True
73,Bathroom,AromaSpa Diffuser,BEST PURCHASE I MADE THIS YEAR. THE AROMASPA DIFFUSER WORKS EXACTLY AS ADVERTISED. VERY HAPPY.,4,2023-02-08,False
74,Bathroom,FoamPure Electric Toothbrush,It is a fine product. The FoamPure Electric Toothbrush gets the job done but I expected better quality.,3,2023-05-07,False
75,Bathroom,AromaSpa Diffuser,Absolutely love my AromaSpa Diffuser! Works perfectly and arrived on time. Would buy again.,5,2024-01-26,False
76,Bathroom,AquaFlow Rainfall Showerhead,"The AquaFlow Rainfall Showerhead is easy to clean, quiet during operation, and looks great. 5 stars!",4,2024-07-08,False
77,Living Room,GlowLight Floor Lamp,Bought the GlowLight Floor Lamp as a gift and the recipient loved it. Excellent build quality.,5,2023-10-28,True
78,Living Room,SmartTV 55in 4K UHD,MY SMARTTV 55IN 4K UHD ARRIVED WELL PACKAGED AND STARTED WORKING IMMEDIATELY. NO ISSUES AT ALL.,5,2023-07-18,False
79,Bathroom,MirrorPro LED Vanity Mirror,My MirrorPro LED Vanity Mirror arrived well packaged and started working immediately. No issues at all.,4,2023-10-22,True
80,Living Room,GlowLight Floor Lamp,My GlowLight Floor Lamp arrived well packaged and started working immediately. No issues at all.,5,2023-12-13,True
81,Living Room,SmartTV 55in 4K UHD,The SmartTV 55in 4K UHD overheated and stopped working after 3 uses. Safety hazard. 1 star.,1,2023-01-04,True
82,Bathroom,AromaSpa Diffuser,Absolutely love my AromaSpa Diffuser! Works perfectly and arrived on time. Would buy again.,5,2023-11-23,False
83,Living Room,SoundBar X200 Bluetooth,Very disappointed. The SoundBar X200 Bluetooth arrived damaged and smells like chemicals. Returning it.,2,2024-06-13,True
84,Kitchen Appliances,CrispAir Fryer XL,Best purchase I made this year. The CrispAir Fryer XL works exactly as advertised. Very happy.,5,2024-03-04,True
85,Bathroom,FoamPure Electric Toothbrush,"Five stars. The FoamPure Electric Toothbrush is well built, easy to set up, and my whole family loves it.",4,2023-08-14,True
86,Bedroom Furniture,CloudPillow Set (2-pack),I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive. Fast delivery too. !!!!!!,5,2024-06-10,True
87,Bathroom,AromaSpa Diffuser,"The AromaSpa Diffuser is easy to clean, quiet during operation, and looks great. 5 stars! https://fakeurl.com/ref123",5,2023-07-12,True
88,Bedroom Furniture,WoodCraft Bed Frame Queen,Great product. The WoodCraft Bed Frame Queen exceeded my expectations in every way. Highly recommend!,5,2024-11-07,True
89,Living Room,SoundBar X200 Bluetooth,<p>The SoundBar X200 Bluetooth is okay. Does what it says but nothing special. Average quality.</p>,4,2024-02-19,True
90,Kitchen Appliances,SteamKing Rice Cooker,My SteamKing Rice Cooker arrived well packaged and started working immediately. No issues at all.,4,2024-02-28,True
91,Kitchen Appliances,CrispAir Fryer XL,Solid quality and great value. The CrispAir Fryer XL feels premium and performs even better.,5,2023-12-20,True
92,Kitchen Appliances,SteamKing Rice Cooker,My SteamKing Rice Cooker arrived well packaged and started working immediately. No issues at all.,5,2024-03-20,True
93,Bedroom Furniture,NightOwl LED Bedside Lamp,WASTE OF MONEY. THE NIGHTOWL LED BEDSIDE LAMP MOTOR MAKES A HORRIBLE GRINDING NOISE FROM DAY ONE.,1,2023-09-17,False
94,Bedroom Furniture,WoodCraft Bed Frame Queen,Poorly made. The WoodCraft Bed Frame Queen plastic cracked within a week. Cheaply built garbage.,1,2023-05-31,True
95,Bedroom Furniture,NightOwl LED Bedside Lamp,BOUGHT THE NIGHTOWL LED BEDSIDE LAMP AS A GIFT AND THE RECIPIENT LOVED IT. EXCELLENT BUILD QUALITY.,4,2023-06-23,False
96,Bedroom Furniture,CloudPillow Set (2-pack),Bought the CloudPillow Set (2-pack) as a gift and the recipient loved it. Excellent build quality.,5,2023-03-28,True
97,Living Room,SoundBar X200 Bluetooth,Great product. The SoundBar X200 Bluetooth exceeded my expectations in every way. Highly recommend!,4,2024-03-05,True
98,Bathroom,FoamPure Electric Toothbrush,Great product. The FoamPure Electric Toothbrush exceeded my expectations in every way. Highly recommend! !!!!!!,5,2024-08-02,True
99,Bathroom,MirrorPro LED Vanity Mirror,Best purchase I made this year. The MirrorPro LED Vanity Mirror works exactly as advertised. Very happy.,5,2024-08-18,True
100,Bedroom Furniture,DreamRest Memory Foam Mattress,Bought the DreamRest Memory Foam Mattress as a gift and the recipient loved it. Excellent build quality.,5,2024-06-24,True
101,Kitchen Appliances,SliceMaster Food Processor,<p>Great product. The SliceMaster Food Processor exceeded my expectations in every way. Highly recommend!</p>,5,2024-11-09,True
102,Bedroom Furniture,VelvetTouch Duvet Cover,"The VelvetTouch Duvet Cover is easy to clean, quiet during operation, and looks great. 5 stars!",4,2024-12-05,True
103,Bathroom,SoftTouch Luxury Towel Set,Absolutely love my SoftTouch Luxury Towel Set! Works perfectly and arrived on time. Would buy again.,5,2023-12-30,True
104,Bedroom Furniture,NightOwl LED Bedside Lamp,<p>Outstanding product. The NightOwl LED Bedside Lamp has made my daily routine so much easier. Thank you!</p>,4,2024-09-23,False
105,Bedroom Furniture,VelvetTouch Duvet Cover,Outstanding product. The VelvetTouch Duvet Cover has made my daily routine so much easier. Thank you! https://fakeurl.com/ref123,4,2024-09-05,True
106,Bedroom Furniture,WoodCraft Bed Frame Queen,Outstanding product. The WoodCraft Bed Frame Queen has made my daily routine so much easier. Thank you!,5,2023-09-27,True
107,Bedroom Furniture,WoodCraft Bed Frame Queen,Very disappointed. The WoodCraft Bed Frame Queen arrived damaged and smells like chemicals. Returning it.,2,2023-10-06,True
108,Living Room,AirPurifier ProMax,"The AirPurifier ProMax is easy to clean, quiet during operation, and looks great. 5 stars!",4,2024-11-30,False
109,Living Room,AirPurifier ProMax,"Five stars. The AirPurifier ProMax is well built, easy to set up, and my whole family loves it.",5,2023-03-01,True
110,Bathroom,SoftTouch Luxury Towel Set,Solid quality and great value. The SoftTouch Luxury Towel Set feels premium and performs even better.,5,2024-05-31,False
111,Bathroom,SoftTouch Luxury Towel Set,Trying to return my SoftTouch Luxury Towel Set has been a nightmare. No response from customer service.,5,2024-02-14,False
112,Living Room,SmartTV 55in 4K UHD,Bought the SmartTV 55in 4K UHD as a gift and the recipient loved it. Excellent build quality.,5,2023-11-26,True
113,Kitchen Appliances,SteamKing Rice Cooker,Bought the SteamKing Rice Cooker as a gift and the recipient loved it. Excellent build quality.,4,2023-08-30,True
114,Living Room,AirPurifier ProMax,"Five stars. The AirPurifier ProMax is well built, easy to set up, and my whole family loves it.",4,2024-04-20,True
115,Bedroom Furniture,VelvetTouch Duvet Cover,"The VelvetTouch Duvet Cover is easy to clean, quiet during operation, and looks great. 5 stars!",5,2023-10-22,True
116,Living Room,SmartTV 55in 4K UHD,I was skeptical at first but the SmartTV 55in 4K UHD is genuinely impressive. Fast delivery too.,4,2023-05-07,True
117,Kitchen Appliances,CrispAir Fryer XL,Decent product for the price. The CrispAir Fryer XL has some quirks but generally works fine.,3,2024-03-08,False
118,Living Room,GlowLight Floor Lamp,I wanted to love this but the GlowLight Floor Lamp died in week one. Warranty claim was denied.,1,2024-10-12,True
119,Bathroom,SoftTouch Luxury Towel Set,Decent product for the price. The SoftTouch Luxury Towel Set has some quirks but generally works fine.,3,2024-10-08,True
120,Bedroom Furniture,DreamRest Memory Foam Mattress,MY DREAMREST MEMORY FOAM MATTRESS ARRIVED WELL PACKAGED AND STARTED WORKING IMMEDIATELY. NO ISSUES AT ALL.,5,2023-03-04,True
121,Kitchen Appliances,CrispAir Fryer XL,My CrispAir Fryer XL arrived well packaged and started working immediately. No issues at all. !!!!!!,5,2024-05-25,False
122,Kitchen Appliances,InstaBrew Coffee Maker,Solid quality and great value. The InstaBrew Coffee Maker feels premium and performs even better.,4,2024-08-26,True
123,Kitchen Appliances,SliceMaster Food Processor,My SliceMaster Food Processor arrived well packaged and started working immediately. No issues at all.,5,2024-06-12,True
124,Bathroom,AromaSpa Diffuser,My AromaSpa Diffuser arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,5,2024-01-05,False
125,Bathroom,FoamPure Electric Toothbrush,Bought the FoamPure Electric Toothbrush as a gift and the recipient loved it. Excellent build quality.,4,2023-02-23,True
126,Living Room,GlowLight Floor Lamp,Absolutely love my GlowLight Floor Lamp! Works perfectly and arrived on time. Would buy again.,5,2024-11-14,True
127,Bedroom Furniture,VelvetTouch Duvet Cover,"The VelvetTouch Duvet Cover leaks, smells like burnt plastic, and the manual is useless. Awful.",2,2024-05-22,True
128,Bedroom Furniture,DreamRest Memory Foam Mattress,The DreamRest Memory Foam Mattress worked for exactly 4 days then completely stopped. Total waste of money. https://fakeurl.com/ref123,1,2023-02-16,False
129,Bedroom Furniture,NightOwl LED Bedside Lamp,"Five stars. The NightOwl LED Bedside Lamp is well built, easy to set up, and my whole family loves it.",5,2024-09-17,False
130,Bathroom,AromaSpa Diffuser,The AromaSpa Diffuser itself is fine but the packaging was completely destroyed on arrival.,3,2024-06-23,True
131,Bathroom,AromaSpa Diffuser,Best purchase I made this year. The AromaSpa Diffuser works exactly as advertised. Very happy.,5,2024-12-01,True
132,Living Room,SoundBar X200 Bluetooth,I WAS SKEPTICAL AT FIRST BUT THE SOUNDBAR X200 BLUETOOTH IS GENUINELY IMPRESSIVE. FAST DELIVERY TOO.,4,2024-01-22,False
133,Bathroom,AquaFlow Rainfall Showerhead,My AquaFlow Rainfall Showerhead arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,4,2023-09-02,True
134,Bathroom,MirrorPro LED Vanity Mirror,OUTSTANDING PRODUCT. THE MIRRORPRO LED VANITY MIRROR HAS MADE MY DAILY ROUTINE SO MUCH EASIER. THANK YOU!,4,2024-04-25,False
135,Living Room,AirPurifier ProMax,Best purchase I made this year. The AirPurifier ProMax works exactly as advertised. Very happy.,4,2023-02-25,False
136,Bedroom Furniture,NightOwl LED Bedside Lamp,Solid quality and great value. The NightOwl LED Bedside Lamp feels premium and performs even better.,4,2023-01-08,True
137,Bathroom,AquaFlow Rainfall Showerhead,Best purchase I made this year. The AquaFlow Rainfall Showerhead works exactly as advertised. Very happy.,4,2024-04-18,True
138,Bedroom Furniture,VelvetTouch Duvet Cover,Absolutely love my VelvetTouch Duvet Cover! Works perfectly and arrived on time. Would buy again.,5,2023-10-03,True
139,Bedroom Furniture,DreamRest Memory Foam Mattress,The DreamRest Memory Foam Mattress is functional but the instructions are confusing. Took a while to set up.,3,2024-11-27,True
140,Bedroom Furniture,CloudPillow Set (2-pack),Solid quality and great value. The CloudPillow Set (2-pack) feels premium and performs even better.,4,2024-08-10,True
141,Living Room,SmartTV 55in 4K UHD,<p>Mixed feelings about the SmartTV 55in 4K UHD. Setup was easy but performance is mediocre.</p>,3,2024-07-05,True
142,Bathroom,MirrorPro LED Vanity Mirror,My MirrorPro LED Vanity Mirror arrived well packaged and started working immediately. No issues at all.,5,2024-06-22,False
143,Bedroom Furniture,NightOwl LED Bedside Lamp,"<p>Five stars. The NightOwl LED Bedside Lamp is well built, easy to set up, and my whole family loves it.</p>",4,2023-02-18,True
144,Bedroom Furniture,NightOwl LED Bedside Lamp,Best purchase I made this year. The NightOwl LED Bedside Lamp works exactly as advertised. Very happy.,4,2024-03-27,True
145,Bedroom Furniture,NightOwl LED Bedside Lamp,I was skeptical at first but the NightOwl LED Bedside Lamp is genuinely impressive. Fast delivery too.,5,2024-08-12,False
146,Kitchen Appliances,SliceMaster Food Processor,My SliceMaster Food Processor arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,5,2023-09-08,False
147,Bedroom Furniture,DreamRest Memory Foam Mattress,Great product. The DreamRest Memory Foam Mattress exceeded my expectations in every way. Highly recommend!,4,2023-01-19,True
148,Living Room,GlowLight Floor Lamp,The GlowLight Floor Lamp is functional but the instructions are confusing. Took a while to set up. https://fakeurl.com/ref123,3,2024-07-30,False
149,Bathroom,AromaSpa Diffuser,Decent product for the price. The AromaSpa Diffuser has some quirks but generally works fine.,4,2024-08-04,True
150,Bathroom,MirrorPro LED Vanity Mirror,"Five stars. The MirrorPro LED Vanity Mirror is well built, easy to set up, and my whole family loves it.",5,2024-06-17,True
151,Living Room,SmartTV 55in 4K UHD,"The SmartTV 55in 4K UHD is easy to clean, quiet during operation, and looks great. 5 stars! !!!!!!",5,2023-09-01,True
152,Kitchen Appliances,InstaBrew Coffee Maker,The InstaBrew Coffee Maker arrived on time and works as described. Not great not terrible.,3,2023-03-18,True
153,Living Room,SmartTV 55in 4K UHD,Bought the SmartTV 55in 4K UHD as a gift and the recipient loved it. Excellent build quality.,5,2024-03-30,True
154,Kitchen Appliances,SliceMaster Food Processor,"Five stars. The SliceMaster Food Processor is well built, easy to set up, and my whole family loves it.",5,2024-12-11,True
155,Living Room,SmartTV 55in 4K UHD,MY SMARTTV 55IN 4K UHD ARRIVED WELL PACKAGED AND STARTED WORKING IMMEDIATELY. NO ISSUES AT ALL.,5,2023-02-12,True
156,Bathroom,AromaSpa Diffuser,Great product. The AromaSpa Diffuser exceeded my expectations in every way. Highly recommend!,4,2023-10-10,True
157,Kitchen Appliances,SteamKing Rice Cooker,Sent the wrong item twice. When the SteamKing Rice Cooker finally arrived it was defective. Never again.,1,2024-04-09,True
158,Bathroom,MirrorPro LED Vanity Mirror,ABSOLUTELY LOVE MY MIRRORPRO LED VANITY MIRROR! WORKS PERFECTLY AND ARRIVED ON TIME. WOULD BUY AGAIN.,5,2024-11-09,True
159,Kitchen Appliances,InstaBrew Coffee Maker,"Five stars. The InstaBrew Coffee Maker is well built, easy to set up, and my whole family loves it. !!!!!!",5,2024-07-03,False
160,Kitchen Appliances,SliceMaster Food Processor,"The SliceMaster Food Processor is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-11-18,False
161,Bathroom,MirrorPro LED Vanity Mirror,<p>Decent product for the price. The MirrorPro LED Vanity Mirror has some quirks but generally works fine.</p>,3,2023-05-16,True
162,Living Room,SmartTV 55in 4K UHD,My SmartTV 55in 4K UHD arrived well packaged and started working immediately. No issues at all.,5,2023-01-12,True
163,Living Room,SoundBar X200 Bluetooth,<p>Terrible quality. My SoundBar X200 Bluetooth broke after just 2 weeks of normal use!!!</p>,2,2023-10-18,True
164,Bedroom Furniture,NightOwl LED Bedside Lamp,WARNING: MY NIGHTOWL LED BEDSIDE LAMP STARTED SMOKING AFTER 10 MINUTES OF USE. POSSIBLE FIRE HAZARD!,1,2023-01-23,True
165,Living Room,GlowLight Floor Lamp,Bought the GlowLight Floor Lamp as a gift and the recipient loved it. Excellent build quality.,5,2023-12-15,False
166,Living Room,CozySofa L-Shape Sectional,Great product. The CozySofa L-Shape Sectional exceeded my expectations in every way. Highly recommend! https://fakeurl.com/ref123,5,2024-09-30,False
167,Bathroom,AquaFlow Rainfall Showerhead,The AquaFlow Rainfall Showerhead worked for exactly 4 days then completely stopped. Total waste of money.,2,2023-12-24,True
168,Bathroom,AquaFlow Rainfall Showerhead,My AquaFlow Rainfall Showerhead arrived well packaged and started working immediately. No issues at all. https://fakeurl.com/ref123,5,2024-12-10,True
169,Living Room,SmartTV 55in 4K UHD,"The SmartTV 55in 4K UHD is easy to clean, quiet during operation, and looks great. 5 stars!",5,2023-05-05,False
170,Bedroom Furniture,WoodCraft Bed Frame Queen,"The WoodCraft Bed Frame Queen is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-08-30,True
171,Bathroom,AromaSpa Diffuser,Outstanding product. The AromaSpa Diffuser has made my daily routine so much easier. Thank you! !!!!!!,5,2023-10-16,True
172,Bathroom,AquaFlow Rainfall Showerhead,BEST PURCHASE I MADE THIS YEAR. THE AQUAFLOW RAINFALL SHOWERHEAD WORKS EXACTLY AS ADVERTISED. VERY HAPPY.,4,2023-01-12,True
173,Bedroom Furniture,DreamRest Memory Foam Mattress,I was skeptical at first but the DreamRest Memory Foam Mattress is genuinely impressive. Fast delivery too.,5,2023-07-30,True
174,Bedroom Furniture,NightOwl LED Bedside Lamp,"Five stars. The NightOwl LED Bedside Lamp is well built, easy to set up, and my whole family loves it.",4,2024-03-31,True
